"Y" "school" "LRT" "VR.1" "VR.2" "Gender" "School.gender.1" "School.gender.2" "School.denom.1" "School.denom.2" "School.denom.3"
"397" -0.2066188 "4" 1.3807 0 1 1 0 0 0 0 0
"398" 0.112787 "4" 8.3807 1 0 0 0 0 0 0 0
"399" 0.6717473 "5" 12.3807 0 1 1 0 1 0 0 0
"400" -0.8454306 "5" 6.3807 0 1 1 0 1 0 0 0
"401" 0.9911532 "5" -14.6193 0 1 1 0 1 0 0 0
"402" 1.3105591 "5" 7.3807 0 1 1 0 1 0 0 0
"403" 1.0710047 "5" 14.3807 1 0 1 0 1 0 0 0
"404" -0.7655792 "5" 8.3807 1 0 1 0 1 0 0 0
"405" -0.0469159 "5" 11.3807 0 1 1 0 1 0 0 0
"406" 0.112787 "5" 18.3807 1 0 1 0 1 0 0 0
"407" 0.9113017 "5" 24.3807 1 0 1 0 1 0 0 0
"408" 0.0329355 "5" 17.3807 0 1 1 0 1 0 0 0
"409" 0.0329355 "5" -5.6193 0 1 1 0 1 0 0 0
"410" -0.8454306 "5" 28.3807 0 1 1 0 1 0 0 0
"411" 0.3523414 "5" 12.3807 1 0 1 0 1 0 0 0
"412" 0.112787 "5" 5.3807 1 0 1 0 1 0 0 0
"413" -0.2066188 "5" 0.3807 0 1 1 0 1 0 0 0
"414" -1.7237968 "5" 0.3807 0 1 1 0 1 0 0 0
"415" 0.8314502 "5" 14.3807 1 0 1 0 1 0 0 0
"416" 0.112787 "5" 13.3807 1 0 1 0 1 0 0 0
"417" -0.9252821 "5" -6.6193 0 1 1 0 1 0 0 0
"418" 0.5120443 "5" -4.6193 0 1 1 0 1 0 0 0
"419" -0.4461733 "5" 5.3807 0 1 1 0 1 0 0 0
"420" 0.5918958 "5" 18.3807 1 0 1 0 1 0 0 0
"421" -0.0469159 "5" 5.3807 0 1 1 0 1 0 0 0
"422" -1.5640939 "5" -2.6193 0 1 1 0 1 0 0 0
"423" -1.8036483 "5" 1.3807 0 1 1 0 1 0 0 0
"424" -0.9252821 "5" 6.3807 0 1 1 0 1 0 0 0
"425" 0.5120443 "5" 0.3807 1 0 1 0 1 0 0 0
"426" 0.5120443 "5" 8.3807 0 1 1 0 1 0 0 0
"427" -0.6857277 "5" -6.6193 0 1 1 0 1 0 0 0
"428" -0.3663218 "5" 16.3807 0 1 1 0 1 0 0 0
"429" -0.2066188 "5" 8.3807 1 0 1 0 1 0 0 0
"430" 0.0329355 "5" 7.3807 0 1 1 0 1 0 0 0
"431" -0.4461733 "5" -1.6193 0 1 1 0 1 0 0 0
"432" -1.0051336 "5" -8.6193 0 0 1 0 1 0 0 0
"433" -1.7237968 "5" -6.6193 0 1 1 0 1 0 0 0
"434" 0.5120443 "5" 11.3807 0 1 1 0 1 0 0 0
"435" -1.4842424 "5" 4.3807 0 1 1 0 1 0 0 0
"436" 0.6717473 "5" 7.3807 0 1 1 0 1 0 0 0
"437" 1.0710047 "5" 2.3807 1 0 1 0 1 0 0 0
"438" -0.7655792 "5" -3.6193 0 1 1 0 1 0 0 0
"439" 0.8314502 "5" 7.3807 1 0 1 0 1 0 0 0
"440" -0.6058762 "5" -2.6193 0 1 1 0 1 0 0 0
"441" -0.3663218 "5" 8.3807 0 1 1 0 1 0 0 0
"442" -1.4043909 "5" -6.6193 0 1 1 0 1 0 0 0
"443" -0.5260247 "5" 16.3807 0 1 1 0 1 0 0 0
"444" -1.244688 "5" -17.6193 0 1 1 0 1 0 0 0
"445" -0.2066188 "5" -0.6193 0 1 1 0 1 0 0 0
"446" -1.1648365 "5" -3.6193 0 0 1 0 1 0 0 0
"447" -0.1267674 "5" 11.3807 1 0 1 0 1 0 0 0
"448" -0.3663218 "5" 4.3807 0 1 1 0 1 0 0 0
"449" -0.0469159 "5" 3.3807 0 1 1 0 1 0 0 0
"450" -0.2864703 "5" -19.6193 0 1 1 0 1 0 0 0
"451" -0.3663218 "5" 20.3807 0 1 1 0 1 0 0 0
"452" -0.7655792 "5" -15.6193 0 0 1 0 1 0 0 0
"453" -0.6058762 "5" -0.6193 0 1 1 0 1 0 0 0
"454" 0.2724899 "5" 8.3807 0 1 1 0 1 0 0 0
"455" 0.2724899 "5" 1.3807 0 1 1 0 1 0 0 0
"456" 0.9113017 "5" 18.3807 1 0 1 0 1 0 0 0
"457" 0.5918958 "5" 3.3807 0 1 1 0 1 0 0 0
"458" 0.8314502 "5" 9.3807 1 0 1 0 1 0 0 0
"459" 1.5501135 "5" 15.3807 1 0 1 0 1 0 0 0
"460" -1.1648365 "5" 0.3807 0 1 1 0 1 0 0 0
"461" 0.112787 "5" 8.3807 1 0 1 0 1 0 0 0
"462" 0.2724899 "5" 11.3807 1 0 1 0 1 0 0 0
"463" -0.2864703 "5" -0.6193 0 1 1 0 1 0 0 0
"464" 1.2307076 "5" 15.3807 1 0 1 0 1 0 0 0
"465" 0.8314502 "5" 18.3807 1 0 1 0 1 0 0 0
"466" 0.9113017 "5" 9.3807 1 0 1 0 1 0 0 0
"467" -0.5260247 "5" -2.6193 0 1 1 0 1 0 0 0
"468" -0.0469159 "5" 2.3807 0 1 1 0 1 0 0 0
"469" -0.2066188 "5" 13.3807 0 1 1 0 1 0 0 0
"470" -0.6857277 "5" -9.6193 0 1 1 0 1 0 0 0
"471" 0.7515988 "5" 13.3807 1 0 1 0 1 0 0 0
"472" -1.1648365 "5" -18.6193 0 0 1 0 1 0 0 0
"473" -0.9252821 "5" 3.3807 0 1 1 0 1 0 0 0
"474" -0.7655792 "5" 2.3807 0 1 1 0 1 0 0 0
"475" -0.2864703 "5" -10.6193 0 1 1 0 1 0 0 0
"476" -0.2864703 "5" 8.3807 0 1 1 0 1 0 0 0
"477" -0.4461733 "5" -6.6193 0 1 1 0 1 0 0 0
"478" 0.112787 "5" 24.3807 1 0 1 0 1 0 0 0
"479" -0.8454306 "5" -2.6193 0 1 1 0 1 0 0 0
"480" -0.0469159 "5" 15.3807 0 1 1 0 1 0 0 0
"481" -0.7655792 "5" 6.3807 1 0 1 0 1 0 0 0
"482" 1.1508561 "5" 7.3807 1 0 1 0 1 0 0 0
"483" -0.7655792 "5" 5.3807 1 0 1 0 1 0 0 0
"484" 0.112787 "5" 7.3807 0 1 1 0 1 0 0 0
"485" 0.5918958 "5" 14.3807 1 0 1 0 1 0 0 0
"486" -0.6857277 "5" -11.6193 0 0 1 0 1 0 0 0
"487" -0.8454306 "6" -8.6193 0 1 1 0 0 0 0 0
"488" 0.7515988 "6" -2.6193 0 1 0 0 0 0 0 0
"489" 0.5120443 "6" 12.3807 1 0 1 0 0 0 0 0
"490" -1.9633513 "6" -19.6193 0 0 1 0 0 0 0 0
"491" -0.2864703 "6" -5.6193 0 1 0 0 0 0 0 0
"492" -0.2066188 "6" -25.6193 0 0 0 0 0 0 0 0
"493" -1.4842424 "6" -23.6193 0 0 0 0 0 0 0 0
"494" -0.1267674 "6" -0.6193 0 1 1 0 0 0 0 0
"495" -0.5260247 "6" 3.3807 0 1 1 0 0 0 0 0
"496" -1.1648365 "6" -13.6193 0 0 1 0 0 0 0 0
"497" -1.4043909 "6" -5.6193 0 1 1 0 0 0 0 0
"498" 1.0710047 "6" 17.3807 0 1 1 0 0 0 0 0
"499" 0.1926384 "6" -7.6193 0 1 1 0 0 0 0 0
"500" 1.1508561 "6" -1.6193 1 0 1 0 0 0 0 0
"501" -0.1267674 "6" -19.6193 0 1 1 0 0 0 0 0
"502" -0.8454306 "6" -3.6193 0 1 1 0 0 0 0 0
"503" 0.7515988 "6" 15.3807 1 0 0 0 0 0 0 0
"504" 1.7098164 "6" 21.3807 1 0 1 0 0 0 0 0
"505" -1.244688 "6" 1.3807 0 1 1 0 0 0 0 0
"506" -1.0849851 "6" -5.6193 0 1 0 0 0 0 0 0
"507" -1.9633513 "6" -20.6193 0 0 1 0 0 0 0 0
"508" 0.5120443 "6" 5.3807 0 1 1 0 0 0 0 0
"509" -0.3663218 "6" 5.3807 1 0 1 0 0 0 0 0
"510" 0.1926384 "6" -27.6193 0 0 1 0 0 0 0 0
"511" -0.9252821 "6" -7.6193 0 1 1 0 0 0 0 0
"512" -0.2066188 "6" -1.6193 0 1 1 0 0 0 0 0
"513" 0.112787 "6" 7.3807 0 1 0 0 0 0 0 0
"514" -0.3663218 "6" 12.3807 1 0 0 0 0 0 0 0
"515" 0.5120443 "6" -5.6193 0 1 0 0 0 0 0 0
"516" -0.1267674 "6" -12.6193 0 1 1 0 0 0 0 0
"517" 0.5918958 "6" 8.3807 0 1 1 0 0 0 0 0
"518" 0.5120443 "6" 28.3807 0 1 1 0 0 0 0 0
"519" -0.3663218 "6" -1.6193 0 1 1 0 0 0 0 0
"520" -1.0051336 "6" -2.6193 0 1 0 0 0 0 0 0
"521" 0.8314502 "6" -0.6193 0 1 0 0 0 0 0 0
"522" -1.6439454 "6" -24.6193 0 1 0 0 0 0 0 0
"523" 1.470262 "6" 8.3807 1 0 1 0 0 0 0 0
"524" -0.3663218 "6" -19.6193 0 0 0 0 0 0 0 0
"525" 0.2724899 "6" 13.3807 1 0 1 0 0 0 0 0
"526" 1.470262 "6" 23.3807 1 0 0 0 0 0 0 0
"527" -0.5260247 "6" 9.3807 0 1 1 0 0 0 0 0
"528" 1.629965 "6" 21.3807 1 0 1 0 0 0 0 0
"529" 0.7515988 "6" -4.6193 0 1 1 0 0 0 0 0
"530" -0.1267674 "6" 10.3807 1 0 1 0 0 0 0 0
"531" -1.9633513 "6" -17.6193 0 0 1 0 0 0 0 0
"532" 0.0329355 "6" -5.6193 0 1 1 0 0 0 0 0
"533" -1.0849851 "6" -11.6193 0 0 1 0 0 0 0 0
"534" -1.244688 "6" 3.3807 0 1 0 0 0 0 0 0
"535" 1.3904105 "6" 12.3807 0 1 1 0 0 0 0 0
"536" 0.5918958 "6" 28.3807 1 0 0 0 0 0 0 0
"537" -0.2864703 "6" -9.6193 0 1 1 0 0 0 0 0
"538" -0.2864703 "6" 4.3807 0 0 1 0 0 0 0 0
"539" -0.0469159 "6" -0.6193 0 1 1 0 0 0 0 0
"540" 0.4321929 "6" 8.3807 0 1 1 0 0 0 0 0
"541" -0.7655792 "6" 5.3807 0 1 1 0 0 0 0 0
"542" -1.244688 "6" -31.6193 0 1 0 0 0 0 0 0
"543" 0.9911532 "6" 8.3807 0 1 1 0 0 0 0 0
"544" 1.1508561 "6" 8.3807 1 0 1 0 0 0 0 0
"545" -0.3663218 "6" -13.6193 0 1 1 0 0 0 0 0
"546" 1.5501135 "6" 21.3807 1 0 1 0 0 0 0 0
"547" -0.7655792 "6" -3.6193 1 0 1 0 0 0 0 0
"548" 0.5120443 "6" 0.3807 1 0 1 0 0 0 0 0
"549" 1.8695194 "6" 6.3807 0 1 0 0 0 0 0 0
"550" -0.1267674 "6" -7.6193 0 1 1 0 0 0 0 0
"551" 0.4321929 "6" -22.6193 0 0 1 0 0 0 0 0
"552" 0.5918958 "6" -9.6193 0 1 1 0 0 0 0 0
"553" -0.1267674 "6" -4.6193 0 1 1 0 0 0 0 0
"554" -1.3245395 "6" -16.6193 0 0 1 0 0 0 0 0
"555" -0.4461733 "6" -8.6193 0 1 1 0 0 0 0 0
"556" -0.9252821 "6" 2.3807 0 1 0 0 0 0 0 0
"557" 1.1508561 "6" 14.3807 1 0 0 0 0 0 0 0
"558" 1.7896679 "6" 12.3807 1 0 1 0 0 0 0 0
"559" 0.112787 "6" 4.3807 0 1 1 0 0 0 0 0
"560" -0.2864703 "6" 9.3807 0 1 1 0 0 0 0 0
"561" -1.0849851 "6" -0.6193 0 1 1 0 0 0 0 0
"562" -1.3245395 "6" -2.6193 0 1 1 0 0 0 0 0
"563" 0.1926384 "6" -4.6193 0 1 1 0 0 0 0 0
"564" -1.1648365 "6" -16.6193 0 1 0 0 0 0 0 0
"565" -0.4461733 "6" 7.3807 0 1 1 0 0 0 0 0
"566" 0.112787 "6" 7.3807 0 1 1 0 0 0 0 0
"567" -0.2066188 "6" 0.3807 0 1 1 0 0 0 0 0
"568" 0.2724899 "6" 8.3807 1 0 1 0 0 0 0 0
"569" 0.3523414 "6" -1.6193 0 1 0 0 0 0 0 0
"570" -1.0051336 "6" 0.3807 0 1 1 0 0 0 0 0
"571" -1.5640939 "6" 0.3807 1 0 0 0 0 0 0 0
"572" 0.112787 "6" 6.3807 1 0 0 0 0 0 0 0
"573" -0.2066188 "6" -16.6193 0 1 1 0 0 0 0 0
"574" -0.6058762 "6" -6.6193 0 1 1 0 0 0 0 0
"575" -0.6058762 "6" -6.6193 0 1 1 0 0 0 0 0
"576" -0.0469159 "6" 20.3807 1 0 0 0 0 0 0 0
"577" -0.2864703 "6" 20.3807 1 0 1 0 0 0 0 0
"578" -0.9252821 "6" 3.3807 1 0 1 0 0 0 0 0
"579" -0.9252821 "6" -2.6193 0 1 0 0 0 0 0 0
"580" -0.5260247 "6" 9.3807 0 1 1 0 0 0 0 0
"581" 1.3105591 "6" 14.3807 1 0 1 0 0 0 0 0
"582" -0.6058762 "6" -3.6193 0 0 1 0 0 0 0 0
"583" -1.6439454 "6" 2.3807 0 1 1 0 0 0 0 0
"584" 0.9113017 "6" 1.3807 0 1 1 0 0 0 0 0
"585" -1.4043909 "6" -4.6193 0 0 1 0 0 0 0 0
"586" 0.9911532 "6" 1.3807 0 1 1 0 0 0 0 0
"587" 1.3105591 "6" 37.3807 1 0 1 0 0 0 0 0
"588" -0.0469159 "6" -12.6193 0 1 1 0 0 0 0 0
"589" 0.4321929 "6" -10.6193 0 1 1 0 0 0 0 0
"590" 0.5918958 "6" 4.3807 1 0 1 0 0 0 0 0
"591" 0.5918958 "6" 5.3807 1 0 1 0 0 0 0 0
"592" 1.629965 "6" -9.6193 0 1 1 0 0 0 0 0
"593" 1.470262 "6" -4.6193 0 1 1 0 0 0 0 0
"594" -1.8036483 "6" -10.6193 0 1 1 0 0 0 0 0
"595" 0.0329355 "6" 2.3807 0 1 1 0 0 0 0 0
"596" -0.8454306 "6" -2.6193 0 1 1 0 0 0 0 0
"597" 0.1926384 "6" 3.3807 0 1 1 0 0 0 0 0
"598" 0.4321929 "6" 4.3807 0 1 1 0 0 0 0 0
"599" 0.9911532 "6" 10.3807 1 0 1 0 0 0 0 0
"600" -0.3663218 "6" -19.6193 0 0 0 0 0 0 0 0
"601" -0.3663218 "6" -1.6193 0 1 1 0 0 0 0 0
"602" 1.3105591 "6" 6.3807 0 1 1 0 0 0 0 0
"603" 0.4321929 "6" 17.3807 1 0 0 0 0 0 0 0
"604" 0.5918958 "6" 1.3807 1 0 1 0 0 0 0 0
"605" -0.4461733 "6" 1.3807 0 1 1 0 0 0 0 0
"606" 0.8314502 "6" 7.3807 1 0 1 0 0 0 0 0
"607" -0.2864703 "6" -9.6193 0 1 1 0 0 0 0 0
"608" -0.6857277 "6" -2.6193 0 1 1 0 0 0 0 0
"609" -0.8454306 "6" -6.6193 0 1 0 0 0 0 0 0
"610" -1.6439454 "6" -34.6193 0 0 0 0 0 0 0 0
"611" -0.7655792 "6" 2.3807 0 1 1 0 0 0 0 0
"612" -2.1230542 "6" -21.6193 0 0 0 0 0 0 0 0
"613" -1.244688 "7" 1.3807 0 1 1 0 1 0 0 0
"614" 2.5881827 "7" 20.3807 1 0 1 0 1 0 0 0
"615" -0.6857277 "7" -6.6193 0 1 1 0 1 0 0 0
"616" -0.0469159 "7" -6.6193 0 1 1 0 1 0 0 0
"617" -0.3663218 "7" 7.3807 0 1 1 0 1 0 0 0
"618" 1.0710047 "7" -4.6193 1 0 1 0 1 0 0 0
"619" -0.3663218 "7" -0.6193 0 1 1 0 1 0 0 0
"620" -0.4461733 "7" 1.3807 0 1 1 0 1 0 0 0
"621" -0.6857277 "7" 12.3807 0 1 1 0 1 0 0 0
"622" -0.0469159 "7" 0.3807 0 1 1 0 1 0 0 0
"623" 0.9113017 "7" 0.3807 1 0 1 0 1 0 0 0
"624" 0.9911532 "7" 3.3807 1 0 1 0 1 0 0 0
"625" -0.4461733 "7" 4.3807 0 1 1 0 1 0 0 0
"626" -0.6857277 "7" -11.6193 0 1 1 0 1 0 0 0
"627" -1.0849851 "7" 8.3807 0 1 1 0 1 0 0 0
"628" -0.1267674 "7" 10.3807 0 1 1 0 1 0 0 0
"629" 0.5120443 "7" 12.3807 1 0 1 0 1 0 0 0
"630" -1.0051336 "7" 4.3807 0 1 1 0 1 0 0 0
"631" 0.112787 "7" 1.3807 0 1 1 0 1 0 0 0
"632" 1.2307076 "7" 11.3807 1 0 1 0 1 0 0 0
"633" -0.2864703 "7" 1.3807 0 1 1 0 1 0 0 0
"634" 0.5918958 "7" 6.3807 1 0 1 0 1 0 0 0
"635" 0.112787 "7" 7.3807 1 0 1 0 1 0 0 0
"636" 0.7515988 "7" 0.3807 0 1 1 0 1 0 0 0
"637" -0.2066188 "7" -3.6193 0 1 1 0 1 0 0 0
"638" -0.3663218 "7" 7.3807 1 0 1 0 1 0 0 0
"639" -0.7655792 "7" 2.3807 0 1 1 0 1 0 0 0
"640" -1.5640939 "7" -2.6193 0 1 1 0 1 0 0 0
"641" -1.0849851 "7" 7.3807 0 1 1 0 1 0 0 0
"642" 0.4321929 "7" 2.3807 1 0 1 0 1 0 0 0
"643" -0.6857277 "7" 1.3807 0 1 1 0 1 0 0 0
"644" -0.7655792 "7" -1.6193 0 1 1 0 1 0 0 0
"645" 0.6717473 "7" -7.6193 0 1 1 0 1 0 0 0
"646" -1.244688 "7" -6.6193 0 1 1 0 1 0 0 0
"647" 0.3523414 "7" 5.3807 1 0 1 0 1 0 0 0
"648" 1.1508561 "7" 4.3807 0 1 1 0 1 0 0 0
"649" 2.0292223 "7" -5.6193 0 1 1 0 1 0 0 0
"650" -0.5260247 "7" -6.6193 0 1 1 0 1 0 0 0
"651" 0.0329355 "7" 11.3807 0 1 1 0 1 0 0 0
"652" 0.7515988 "7" 0.3807 0 1 1 0 1 0 0 0
"653" -0.0469159 "7" 6.3807 0 1 1 0 1 0 0 0
"654" 1.7896679 "7" 7.3807 1 0 1 0 1 0 0 0
"655" 0.112787 "7" 7.3807 1 0 1 0 1 0 0 0
"656" 0.112787 "7" 8.3807 1 0 1 0 1 0 0 0
"657" -0.2066188 "7" 1.3807 0 1 1 0 1 0 0 0
"658" 0.4321929 "7" 2.3807 0 1 1 0 1 0 0 0
"659" -1.0051336 "7" 9.3807 0 1 1 0 1 0 0 0
"660" 0.112787 "7" 5.3807 0 1 1 0 1 0 0 0
"661" -0.6857277 "7" -10.6193 0 0 1 0 1 0 0 0
"662" 0.0329355 "7" -6.6193 0 0 1 0 1 0 0 0
"663" -0.2066188 "7" -1.6193 0 1 1 0 1 0 0 0
"664" -0.4461733 "7" -8.6193 0 1 1 0 1 0 0 0
"665" -0.6058762 "7" 6.3807 0 1 1 0 1 0 0 0
"666" 1.7896679 "7" 3.3807 0 1 1 0 1 0 0 0
"667" -1.0849851 "7" -5.6193 0 1 1 0 1 0 0 0
"668" 0.9113017 "7" 5.3807 1 0 1 0 1 0 0 0
"669" -0.2066188 "7" 2.3807 0 1 1 0 1 0 0 0
"670" -0.0469159 "7" 5.3807 0 1 1 0 1 0 0 0
"671" 1.0710047 "7" -16.6193 0 1 1 0 1 0 0 0
"672" -0.2066188 "7" -6.6193 0 1 1 0 1 0 0 0
"673" 1.8695194 "7" 20.3807 1 0 1 0 1 0 0 0
"674" 0.4321929 "7" 8.3807 0 1 1 0 1 0 0 0
"675" -0.0469159 "7" -3.6193 1 0 1 0 1 0 0 0
"676" 1.7896679 "7" 24.3807 1 0 1 0 1 0 0 0
"677" -0.9252821 "7" 15.3807 0 1 1 0 1 0 0 0
"678" 0.9113017 "7" 8.3807 0 1 1 0 1 0 0 0
"679" 1.2307076 "7" -0.6193 0 1 1 0 1 0 0 0
"680" 0.9113017 "7" -4.6193 0 1 1 0 1 0 0 0
"681" -0.6857277 "7" 0.3807 0 1 1 0 1 0 0 0
"682" 1.7098164 "7" 16.3807 1 0 1 0 1 0 0 0
"683" -0.3663218 "7" 14.3807 0 1 1 0 1 0 0 0
"684" -1.1648365 "7" -11.6193 0 1 1 0 1 0 0 0
"685" -0.3663218 "7" 12.3807 1 0 1 0 1 0 0 0
"686" -0.6058762 "7" 5.3807 0 1 1 0 1 0 0 0
"687" -1.3245395 "7" -6.6193 0 1 1 0 1 0 0 0
"688" -1.0051336 "7" -3.6193 0 1 1 0 1 0 0 0
"689" 0.8314502 "7" 8.3807 1 0 1 0 1 0 0 0
"690" 1.2307076 "7" 7.3807 1 0 1 0 1 0 0 0
"691" 1.7896679 "7" 16.3807 1 0 1 0 1 0 0 0
"692" -0.4461733 "7" -8.6193 0 1 1 0 1 0 0 0
"693" -0.5260247 "7" -0.6193 0 1 1 0 1 0 0 0
"694" 0.112787 "7" 9.3807 1 0 1 0 1 0 0 0
"695" 1.629965 "7" 0.3807 0 1 1 0 1 0 0 0
"696" 0.9911532 "7" -17.6193 0 1 1 0 1 0 0 0
"697" -1.0051336 "7" -3.6193 0 1 1 0 1 0 0 0
"698" 1.5501135 "7" 0.3807 1 0 1 0 1 0 0 0
"699" -0.0469159 "7" -5.6193 0 0 1 0 1 0 0 0
"700" -1.7237968 "7" -6.6193 0 0 1 0 1 0 0 0
"701" 0.6717473 "7" 5.3807 0 1 1 0 1 0 0 0
"702" -0.8454306 "7" 5.3807 1 0 1 0 1 0 0 0
"703" -1.0051336 "7" -1.6193 0 1 1 0 1 0 0 0
"704" 0.5120443 "7" 6.3807 0 1 1 0 1 0 0 0
"705" -1.8036483 "7" 3.3807 0 1 1 0 1 0 0 0
"706" -1.0051336 "7" 6.3807 1 0 1 0 1 0 0 0
"707" 0.112787 "7" 4.3807 0 1 1 0 1 0 0 0
"708" 1.470262 "7" 6.3807 1 0 1 0 1 0 0 0
"709" 0.5120443 "7" -8.6193 0 1 1 0 1 0 0 0
"710" -0.7655792 "7" -3.6193 0 1 1 0 1 0 0 0
"711" 1.0710047 "7" 7.3807 1 0 1 0 1 0 0 0
"712" 1.3105591 "7" 11.3807 1 0 1 0 1 0 0 0
"713" 1.1508561 "7" 2.3807 0 1 1 0 1 0 0 0
"714" 0.5120443 "7" 2.3807 0 1 1 0 1 0 0 0
"715" 0.9113017 "7" 5.3807 0 1 1 0 1 0 0 0
"716" 1.2307076 "7" 15.3807 1 0 1 0 1 0 0 0
"717" 1.0710047 "7" 9.3807 0 1 1 0 1 0 0 0
"718" -0.9252821 "7" -0.6193 0 1 1 0 1 0 0 0
"719" 0.1926384 "7" -7.6193 0 1 1 0 1 0 0 0
"720" 0.1926384 "7" 5.3807 0 1 1 0 1 0 0 0
"721" -0.0469159 "7" 10.3807 1 0 1 0 1 0 0 0
"722" 0.6717473 "7" 8.3807 1 0 1 0 1 0 0 0
"723" 0.4321929 "7" -2.6193 0 1 1 0 1 0 0 0
"724" 0.1926384 "7" -1.6193 0 1 1 0 1 0 0 0
"725" 0.5918958 "7" 14.3807 1 0 1 0 1 0 0 0
"726" -0.0469159 "7" 10.3807 1 0 1 0 1 0 0 0
"727" -0.5260247 "7" 4.3807 0 1 1 0 1 0 0 0
"728" -0.2864703 "7" 2.3807 0 1 1 0 1 0 0 0
"729" 0.7515988 "7" 7.3807 1 0 1 0 1 0 0 0
"730" 0.112787 "7" 9.3807 1 0 1 0 1 0 0 0
"731" -1.4842424 "8" -16.6193 0 1 0 0 0 0 1 0
"732" 0.5120443 "8" 7.3807 0 1 1 0 0 0 1 0
"733" 0.6717473 "8" 4.3807 1 0 0 0 0 0 1 0
"734" 1.7896679 "8" 7.3807 1 0 1 0 0 0 1 0
"735" -0.0469159 "8" 14.3807 0 1 0 0 0 0 1 0
"736" 1.9493709 "8" 9.3807 1 0 1 0 0 0 1 0
"737" 1.629965 "8" 21.3807 1 0 1 0 0 0 1 0
"738" -1.0051336 "8" 4.3807 0 1 0 0 0 0 1 0
"739" -0.2864703 "8" 3.3807 1 0 0 0 0 0 1 0
"740" 0.5120443 "8" 11.3807 1 0 0 0 0 0 1 0
"741" 0.4321929 "8" 11.3807 1 0 0 0 0 0 1 0
"742" 0.6717473 "8" 4.3807 1 0 0 0 0 0 1 0
"743" 0.8314502 "8" -3.6193 0 1 1 0 0 0 1 0
"744" -0.7655792 "8" -2.6193 0 1 0 0 0 0 1 0
"745" 1.7896679 "8" 13.3807 1 0 1 0 0 0 1 0
"746" -0.6058762 "8" 6.3807 0 1 0 0 0 0 1 0
"747" -1.244688 "8" 0.3807 0 1 0 0 0 0 1 0
"748" 1.7896679 "8" 3.3807 1 0 1 0 0 0 1 0
"749" 0.0329355 "8" 4.3807 0 1 0 0 0 0 1 0
"750" 1.629965 "8" 15.3807 1 0 0 0 0 0 1 0
"751" -0.7655792 "8" 8.3807 0 1 0 0 0 0 1 0
"752" -0.6857277 "8" 2.3807 0 1 0 0 0 0 1 0
"753" 2.34862828 "8" 11.3807 1 0 1 0 0 0 1 0
"754" 0.99115323 "8" 0.3807 0 1 1 0 0 0 1 0
"755" 0.03293554 "8" 3.3807 0 1 0 0 0 0 1 0
"756" -0.60587625 "8" -8.6193 0 1 0 0 0 0 1 0
"757" 1.23070765 "8" 14.3807 1 0 0 0 0 0 1 0
"758" -0.60587625 "8" 10.3807 0 1 1 0 0 0 1 0
"759" -0.7655792 "8" 3.3807 0 1 1 0 0 0 1 0
"760" -0.12676741 "8" -0.6193 0 1 1 0 0 0 1 0
"761" 0.59189586 "8" 0.3807 0 1 0 0 0 0 1 0
"762" -0.04691593 "8" 2.3807 1 0 0 0 0 0 1 0
"763" 0.67174733 "8" 13.3807 0 1 0 0 0 0 1 0
"764" -0.12676741 "8" -4.6193 0 1 0 0 0 0 1 0
"765" 0.11278701 "8" 14.3807 1 0 1 0 0 0 1 0
"766" 0.43219291 "8" 7.3807 0 1 1 0 0 0 1 0
"767" 0.7515988 "8" 12.3807 0 1 0 0 0 0 1 0
"768" 0.59189586 "8" 8.3807 0 1 0 0 0 0 1 0
"769" 1.39041059 "8" 3.3807 0 1 0 0 0 0 1 0
"770" 1.62996502 "8" 15.3807 1 0 1 0 0 0 1 0
"771" 0.91130175 "8" -0.6193 0 1 0 0 0 0 1 0
"772" 0.99115323 "8" 13.3807 0 1 0 0 0 0 1 0
"773" -0.68572773 "8" -3.6193 0 1 0 0 0 0 1 0
"774" -0.7655792 "8" -13.6193 0 1 0 0 0 0 1 0
"775" 1.94937091 "8" 9.3807 1 0 1 0 0 0 1 0
"776" -1.16483657 "8" -9.6193 0 1 0 0 0 0 1 0
"777" -0.60587625 "8" 14.3807 0 1 1 0 0 0 1 0
"778" 2.10907386 "8" 11.3807 1 0 1 0 0 0 1 0
"779" 0.19263849 "8" 11.3807 1 0 1 0 0 0 1 0
"780" 0.59189586 "8" -1.6193 1 0 1 0 0 0 1 0
"781" 0.7515988 "8" 14.3807 1 0 0 0 0 0 1 0
"782" -1.40439099 "8" 4.3807 0 1 1 0 0 0 1 0
"783" 2.02922239 "8" 17.3807 1 0 0 0 0 0 1 0
"784" 0.43219291 "8" 4.3807 1 0 1 0 0 0 1 0
"785" -0.68572773 "8" -3.6193 0 1 0 0 0 0 1 0
"786" -0.92528215 "9" 4.3807 0 1 0 0 0 0 1 0
"787" 1.15085617 "9" 30.3807 1 0 0 0 0 0 1 0
"788" 0.35234143 "9" 9.3807 1 0 0 0 0 0 1 0
"789" 0.43219291 "9" -10.6193 0 0 1 0 0 0 1 0
"790" -0.20661888 "9" -0.6193 1 0 0 0 0 0 1 0
"791" 1.55011354 "9" 0.3807 1 0 1 0 0 0 1 0
"792" -0.60587625 "9" 0.3807 0 0 1 0 0 0 1 0
"793" 2.18892533 "9" 12.3807 1 0 1 0 0 0 1 0
"794" 0.19263849 "9" -9.6193 0 0 0 0 0 0 1 0
"795" 0.67174733 "9" -11.6193 0 0 0 0 0 0 1 0
